No.	Question ID	Question	Labels
264	56ed0ffe2ac5ed1459000008	Which type of myeloma is ixazomib being evaluated for?	umls:neop
265	51bdf045047fa84d1d000003	Which are the Atg8 homologs in human?	umls:gngm,umls:aapp
266	56b76d916e3f8eaf4c000001	To which family does the Zika virus belong?	umls:virs
267	5177def18ed59a060a000034	Which is the molecular mechanism underlying K-ras alterations in carcinomas?	umls:npop,umls:comd
268	515db020298dcd4e51000011	List all clinical trials of the polypill.	umls:resa
269	56f4011709dd18d46b000003	What is the main symptom of Marfan syndrome patients?	umls:dsyn
270	51635202298dcd4e5100004f	How is myotonic dystrophy inherited?	umls:genf
271	533c2a55c45e133714000003	Which are the mammalian orthologs of Drosophila Yki?	umls:bpoc,umls:gngm
272	553f72edab98a37113000007	What is the typical outer diameter of microtubules (tubulin heterodimers)?	_QUANTITY,umls:qnco
273	5506ce078e1671127b00000b	Which protein phosphatase has been found to interact with the heat shock protein, HSP20?	tmtool:Gene,umls:enzy,umls:imft,umls:aapp
274	54fc99f36ad7dcbc12000004	Neurostimulation of which nucleus is used for treatment of dystonia?	umls:bpoc
275	5548da00f35db7552600000b	Which myosin isozymes are located within the pericuticular necklace of the hair cell?	umls:aapp
276	530db83b38c1322806000002	Which proteins cause cytoplasmic sequestration of NF-kB?	umls:bacs,umls:gngm,umls:aapp
277	532f0bd6d6d3ac6a3400002d	What is the mode of inheritance of Marchesani syndrome?	umls:fndg,umls:genf
278	56c1f007ef6e39474100003b	Tumor-treating fields are effective for treatment of which cancers?	umls:neop
279	56e46ad951531f7e3300001a	List angiocrine factors	umls:aapp
280	530cf22aa177c6630c000004	What is the main role of Ctf4 in dna replication?	umls:celf
281	53130a77e3eabad02100000f	Which hormone deficiency is implicated in the Costello syndrome ?	umls:horm,umls:phsu,umls:aapp
282	530cf22aa177c6630c000005	List the components of a Replisome Progression Complex (RPC).	umls:bacs,umls:gngm,umls:aapp
283	56c5feb75795f9a73e000006	Which is the most common CFTR mutation in Caucasians?	umls:aapp
284	56bf487def6e394741000011	Which CDK targets control cytokinesis?	umls:bacs,umls:aapp
285	5543a1b2ee40ea110c000001	In what type(s) of plant organelles we can detect prolamellar bodies?	umls:celc
286	54d669003706e8952800000e	When are itaconic acid levels elevated?	umls:biof
287	5713bc991174fb1755000010	Which genes are associated with autosomal dominant Charcot-Marie-Tooth?	umls:gngm
288	54fb4b34d176fff445000001	Which transcription factors (TFs) participate in the formation of the interferon-beta (IFN-b) enhanceosome?	tmtool:Gene,umls:aapp
289	56c1f010ef6e394741000041	Simpson grading is used to describe resection of which brain tumor?	umls:neop
290	51596a8ad24251bc0500009e	Where in the cell do we find the protein Cep135?	umls:celc
291	56c1f00def6e39474100003f	Which enzyme is inhibited by Varespladib?	umls:enzy,umls:aapp
292	571e12097de986d80d000017	Which protein does empagliflozin inhibit?	umls:gngm
293	515de993298dcd4e51000024	List all reported treatment options for anxiety in autism spectrum disorder.	umls:topp
294	54fc9b236ad7dcbc12000005	List adenosine A2A receptor antagonists that are used for Parkinson's disease treatment.	umls:orch,umls:clnd,umls:phsu
295	533ba218fd9a95ea0d000007	What is the clinical indication of cardiac T1 mapping magnetic resonance?	umls:sosy
296	5540fbce234c5a7c75000001	Which autophagy pathway is trigered by the KFERQ motif of cytosolic proteins?	umls:celf,umls:biof
297	52f77f042059c6d71c000029	Which are the clinical characteristics of TSC?	umls:fndg,umls:sosy,umls:mobd,umls:neop,umls:dsyn
298	54fe09036ad7dcbc12000009	List fish anti-freeze proteins.	umls:aapp
299	5343bdd6aeec6fbd07000001	Which is the phosphorylated residue in the promoter paused form of RNA polymerase II?	umls:orch,umls:aapp
300	517295c18ed59a060a000016	Name the major classes of small non coding RNAs in mammalians?	umls:nnon,umls:nusq,umls:bacs
301	5311bcc2e3eabad021000005	Describe a diet that reduces the chance of kidney stones.	umls:topp
302	5505c9008e1671127b000002	List the components of mTOR Complex 2 (mTORC2).	umls:gngm,umls:aapp
303	52fe54252059c6d71c000079	Which proteins act as histone-like molecules in prokaryotes?	umls:bacs,umls:aapp
304	5326c6fed6d3ac6a3400000c	Which are the mains risk factors of metabolic syndrome?	umls:sosy
305	5319a6c9b166e2b806000022	Which multiple kinase inhibitors are used in cancer therapy?	umls:orch,umls:clnd,umls:phsu
306	5518414a15fa47643f000001	Which gene(s) should be genotyped in order to prescribe the drug Cetuximab (anti-EGFR)?	umls:gngm
307	56ae57350a360a5e4500000a	Which is the physiological target for LeuRS translational quality control?	tmtool:Chemical,umls:aapp
308	56e6ec49edfc094c1f000005	Which is the target of the drug Denosumab?	umls:bacs,umls:aapp
309	53357ca0d6d3ac6a3400004b	Which enzyme is inhibited by a drug fostamatinib?	umls:enzy,umls:aapp
310	51542dabd24251bc0500007d	Which gene test can be used for the X-linked myotubular myopathy?	umls:lbpr,umls:medd
311	571ce13f7de986d80d000011	In which cells are gasdermins expressed?	umls:cell
312	550718e9fd1abe1741000001	Where in a protein can a signal sequence be found?	umls:enzy,umls:aapp
313	56c1f039ef6e394741000052	Which antibody is implicated in the Bickerstaff's brainstem encephalitis?	umls:irda
314	533c3533c45e133714000004	Which micro-RNAs have been associated in the pathogenesis of Rheumatoid Arthritis?	tmtool:Gene,umls:nusq,umls:gngm
315	52f112bb2059c6d71c000002	Which are the enzymes involved in the addition of 7-methylguanosine in mRNA?	umls:enzy,umls:gngm,umls:aapp
316	55203ae78e534a4535000001	In which condition was protein S100A7 originally identified?	umls:dsyn
317	514217a6d24251bc05000005	Which are the available biomedical text mining tools for the detection of protein-protein interactions?	umls:mnob
318	532670e7d6d3ac6a34000008	What is the typical alteration of the thyroid profile metabolism early after coronary artery bypass graft surgery?	umls:dsyn
319	5358e067f1005d6b5800000b	Which proteins are involved in actin bundling and filopodia formation and function?	umls:bacs,umls:gngm,umls:aapp
320	56b76f496e3f8eaf4c000002	What does the SAGA complex acronym stands for?	umls:enzy,umls:aapp
321	56cae60f5795f9a73e00002b	Which polyQ tract protein is linked to Spinocerebellar Ataxia type 2?	umls:bacs,umls:aapp
322	56e0447a51531f7e3300000b	Which are the smallest known subviral pathogens of plants?	umls:virs
323	52f893f92059c6d71c00003c	List clinical trials for prevention of sarcopenia	umls:resa
324	554140ad182542114d000003	Which is the database of molecular recognition features in membrane proteins?	umls:mnob
325	554148c23f2354b713000001	Which database is available for the identification of chorion proteins in Lepidopteran proteomes?	umls:mnob
326	56cb9b065795f9a73e000032	Which kinase is inhibited by Tripolin A?	umls:enzy,umls:aapp
327	52d1389303868f1b06000032	List the existing methods for genetic manipulation of cells.	umls:mbrt
328	53188480b166e2b806000018	Which is the cellular target of gefitinib?	umls:enzy,umls:rcpt,umls:aapp
329	54ede76294afd61504000008	What is the risk of developing acute myelogenous leukemia in Fanconi anemia?	umls:qnco
330	52c7311903868f1b0600001d	How many different mutations have been associated with Muenke syndrome?	_QUANTITY,umls:qnco
331	54c90dabf693c3b16b000004	Which genes have been proposed as potential candidates for gene therapy of heart failure?	umls:gngm,umls:aapp
332	54f1e031c409818c32000001	DX-88 is investigational name of which drug?	umls:clnd,umls:phsu,umls:aapp
333	52f8995b2059c6d71c00004a	Which genes have been found to be associated with restless leg syndrome	umls:gngm
334	56c4d14ab04e159d0e000003	Do the Sleeping Beauty or the piggyBac transposons have higher transposition efficiency?	_CHOICE
335	530cf4d5e2bfff940c000003	Which are the known inhibitors of the TPL2/MAP3K8 protein?	umls:orch
336	52bf1dea03868f1b06000012	What are the side effects of Nalmefene?	umls:sosy
337	530cf4d5e2bfff940c000004	Which are the most common methods for gene prioritization analysis?	umls:resa
338	513ce494bee46bd34c000009	Which is the most common disease attributed to malfunction or absence of primary cilia?	umls:dsyn
339	56c86aa95795f9a73e000018	Treprostinil is an analogue for which prostaglandin?	umls:orch,umls:bacs,umls:phsu
340	571f5e740fd6f91b6800000b	Which enzyme is deficient in Gaucher's disease?	umls:enzy,umls:aapp
341	55376f19bc4f83e82800000c	Which is the most common type of pediatric cerebellar tumor?	umls:neop,umls:dsyn
342	5319a7d2b166e2b806000029	Which is the E3 ubiquitin ligase of Hsp90?	umls:enzy,umls:aapp
343	55439140ed966d112c00000a	Which are the major phycobiliproteins present in cyanobacteria?	umls:aapp
344	5547a01cf35db75526000005	In which kingdom do microsporidia belong, according to their current classification scheme?	umls:grup,umls:fngs
345	51656c94298dcd4e51000058	What is the inheritance pattern of Emery-Dreifuss muscular dystrophy?	umls:genf
346	56b710f276d8bf8d13000003	What is the effect of a defective CLN3 gene?	umls:dsyn
347	517539ca8ed59a060a000027	Which genes are regulated by TRalpha2 in the heart?	umls:gngm
348	554143ad182542114d000004	List available methods for transmembrane protein topology prediction.	umls:mnob
349	5319abffb166e2b80600002f	Which growth factors are known to be involved in the induction of EMT?	umls:aapp
350	5319a6e9b166e2b806000023	Which is the genetic lesion associated with Huntington’s disease?	umls:nusq
351	56c703445795f9a73e00000a	Which histone modification discriminates between active and poised enhancers?	umls:aapp
352	52bf208003868f1b06000019	What is the inheritance pattern of Li–Fraumeni syndrome?	umls:genf
353	514a51c2d24251bc0500005c	Which pituitary adenoma is common cause of infertility is women?	umls:neop,umls:dsyn
354	534bb147aeec6fbd07000014	Which are the cardiac effects of thyronamines?	umls:sosy
355	55086ea1098a1b487b000001	Matuzumab has been tested for treatment of which cancers?	tmtool:Disease,umls:spco,umls:neop,umls:bpoc,umls:dsyn,umls:blor
356	5171651e8ed59a060a000009	Which are the synonyms of prostate-specific antigen?	umls:moft,umls:enzy,umls:aapp
357	55414c65472cfd8617000001	List available biomedical question answering systems.	umls:mnob
358	517a8c238ed59a060a000042	Which dediodinases are present in kidney?	umls:enzy,umls:aapp
359	54edf72c94afd61504000013	What is the presumed key event in Fanconi anemia pathogenesis?	umls:celf
360	530e1c985937551c09000004	List common symptoms of patients with the DOORS syndrome.	umls:fndg,umls:sosy,umls:cgab,umls:mobd,umls:dsyn
361	512d2fff5274a5fb07000006	Is the H3K4me3 histone mark related to transcriptional initiation or elongation?	_CHOICE,umls:phpr
362	5326a85ad6d3ac6a3400000b	What does polyadenylate-binding protein 4 (PABP4) bind to?	umls:nusq
363	515db3d8298dcd4e51000015	What is the average diameter of intermediate filaments?	_QUANTITY,umls:qnco
364	51680a6d298dcd4e51000063	What is the function of cryptochrome-1 in mouse?	umls:biof
365	5540ca8a0083d1bf0e000003	Which intermediate filament (IF) protein can be used as a non-specific marker of the neuronal precursor cells of the subventricular zone?	umls:bacs,umls:aapp
366	51585b28d24251bc0500008d	Which enzyme is involved in the maintenance of DNA (cytosine-5-)-methylation?	umls:enzy,umls:gngm
367	516c0ebc298dcd4e5100006e	Which genes does thyroid hormone receptor beta1 regulate in the liver?	umls:gngm
368	515dd3d5298dcd4e5100001c	In what proportion of children with heart failure has Enalapril been shown to be safe and effective?	_QUANTITY,umls:qnco
369	54e262daae9738404b000018	Which cell type has the protein Chromogranin A as marker?	umls:cell
370	56c8605b5795f9a73e000014	Which kinases does baricitinib inhibit?	umls:enzy,umls:aapp
371	550b0408c2af5d5b7000000c	Magnetic beads has been used in numerous applications. List some coatings used.	umls:chem
372	56d1f790f22319765a000001	Which gene harbors the mutation T790M?	umls:enzy,umls:rcpt,umls:aapp
373	51477de5d24251bc05000020	Tumors of which three organs are classically associated with the multiple endocrine neoplasia type 1 syndrome?	umls:bpoc
374	57138eb21174fb175500000a	Which is the protein implicated in Spinocerebellar ataxia type 3?	umls:aapp
375	513ce5f2bee46bd34c00000a	Which is the prevalence of cystic fibrosis in the human population?	_QUANTITY,umls:qnco
376	5524562387ecba3764000001	Which are the different homologs or family members of the hedgehog proteins in mammals?	umls:dsyn,umls:bacs,umls:gngm,umls:aapp
377	5505a587f73303d458000005	What does mTOR stands for?	umls:bacs,umls:aapp
378	51486f7dd24251bc0500002e	Which scales are recommended by the American Heart Association for depression screening in cardiovascular patients?	umls:inpr,umls:cnce
379	56cf236f3975bb303a000002	Which calcium channels does ethosuximide target?	umls:bacs,umls:aapp
380	55201a316b348bb82c000019	What is the sedimentation coefficient of the mammalian mitoribosome?	umls:bacs,umls:qnco,umls:aapp
381	52ef7754c8da898910000014	Which proteins act as histone-like molecules in prokaryotes?	umls:bacs,umls:aapp
382	55032efde9bde69634000035	Which receptor is targeted by telcagepant?	umls:horm,umls:rcpt,umls:aapp
383	5319a724b166e2b806000025	Which trinucleotide repeat disorders are affecting the nervous system?	umls:dsyn
384	53188992b166e2b806000019	Which are the cellular targets of imatinib mesylate?	umls:enzy,umls:rcpt,umls:aapp
385	52ebb2c698d0239505000029	Which are the clinical characteristics of Tuberous Sclerosis?	umls:sosy
386	54f0920f94afd61504000018	List drugs included in the DHAP-R chemotherapy regiment.	tmtool:Chemical,umls:clnd,umls:phsu
387	553babc0f321868558000007	Which types of bacterial microflora are associated with the progression of peri-implantitis?	umls:fngs,umls:bact,umls:aapp
388	5162c8a8298dcd4e51000047	What are the known families of deadenylases?	umls:orch,umls:bacs,umls:gngm,umls:phsu,umls:aapp
389	553656c4bc4f83e828000009	Which translocation is harbored in the Askin tumor cells?	umls:phpr
390	56c1d856ef6e394741000032	Which pathway is activated by ficolin-3?	umls:moft
391	516281e6298dcd4e51000040	Global quantitative phosphoproteomic analyses are emerging. List the preferred technologies for the enrichment for phosphorylated peptides?	umls:mbrt
392	54d646403706e89528000008	List disorders that have been associated to the polymorphism rs2535629.	umls:mobd,umls:dsyn
393	56c1f01aef6e394741000043	What is targeted by monoclonal antibody Pembrolizumab?	umls:gngm
394	52e8e93498d023950500001e	What is the mode of inheritance of Facioscapulohumeral muscular dystrophy (FSHD)?	umls:genf
395	534df8c9aeec6fbd07000016	List diseases where protein citrullination plays an important role.	umls:dsyn
396	53035d7c2059c6d71c000085	What is commotio cordis?	umls:dsyn
397	56bb68f9ac7ad1001900000b	What is the cause of Phthiriasis Palpebrarum?	umls:euka
398	54f9ae2506d9727f76000002	Which gene is mutated in a subtype of arrhythmogenic right ventricular cardiomyopathy known as Naxos disease?	umls:fndg,umls:gngm
399	56c1f020ef6e394741000047	Which disorder is rated by Palmini classification?	_QUANTITY
400	5713c8d71174fb1755000015	Which peripheral neuropathy has been associated with NDRG1 mutations?	umls:dsyn
401	51bdd9c2047fa84d1d000002	Which is the receptor for substrates of Chaperone Mediated Autophagy?	umls:rcpt
402	52f509512059c6d71c000020	What is the mode of inheritance of short QT syndrome?	umls:genf
403	530e0d6e5937551c09000001	List clinical trials that have directly compared microsurgical clipping with endovascular coiling for treatment of ruptured brain aneurysms?	umls:resa
404	5311bf53e3eabad021000006	Which are the biotracers used for detection of Alzheimer's disease using PET?	umls:orch
405	515bd543298dcd4e51000001	In which isochores are Alu elements enriched?	umls:nusq
406	52e6c92598d0239505000019	Which are the mutational hotspots of the human KRAS oncogene?	umls:nusq
407	57279ef20fd6f91b68000018	Which intraflagellar transport (IFT) motor protein has been linked to human skeletal ciliopathies?	umls:celf
408	5353aedb288f4dae47000006	Which is the transcript responsible for X-chromosome inactivation?	umls:nusq,umls:gngm
409	56c83f365795f9a73e000011	Which domain allowing self-association do exist in TDP-43 and FUS proteins?	umls:bacs,umls:aapp
410	531778ddb166e2b80600000f	Which are the Chompret criteria for Li-Fraumeni syndrome?	umls:sosy
411	52bf1f1303868f1b06000014	What type of enzyme is peroxiredoxin 2 (PRDX2)?	umls:enzy,umls:phsu
412	52fb42752059c6d71c00005e	Which are the thyroid hormone analogs utilized in human studies?	umls:orch,umls:phsu
413	56be0e4aef6e394741000008	List Kartagener Syndrome Triad.	umls:dsyn
414	550f0e4c6a8cde6b72000003	Which disease is associated with the ectopic expression of the protein encoded by the gene DUX4?	umls:dsyn
415	5319ac36b166e2b806000031	Which G protein is essential in the formation and function of lamellipodia?	umls:gngm,umls:aapp
416	54dfc6501388e8454a000009	Which are the main functions of the APOBEC3 family of proteins?	umls:biof
417	52e0c9a298d0239505000010	Which histone modifications are associated with constitutive heterochromatin?	umls:genf
418	530cf54dab4de4de0c00000c	What is the main application of SWATH-MS in proteomics?	umls:lbpr
419	52bf217003868f1b0600001b	What can Nothobranchius furzeri be used as a model system for?	umls:emod
420	54f2228e64850a5854000002	Which is the mass-tag that reveal the ubiquitination of a lysine residue?	umls:aapp
421	5323640b9b2d7acc7e000014	Which gene is involved in CADASIL?	umls:gngm
422	51487ef9d24251bc05000031	Which two catechol-O-methyl transferase (COMT) inhibitors can be used for treatment of Parkinson disease?	umls:orch,umls:clnd,umls:phsu
423	5505db6a8e1671127b000003	What are the structures formed when keratin molecules come together?	umls:celc
424	531d1998267d7dd053000001	Which is the prognostic impact of hypothyroidism in patients with acute myocardial infarction?	umls:dsyn
425	54c225bcf693c3b16b000002	Mutations of which genes have been associated with Catecholaminergic Polymorphic Ventricular Tachycardia (CPVT)?	umls:gngm
426	532c0d7fd6d3ac6a3400001c	List programs suitable for pharmacophore modelling	umls:mnob
427	530c844e970c65fa6b000014	List disorders that are caused by mutations in the mitochondrial MTND6 gene.	umls:dsyn
428	52bf1d2e03868f1b0600000c	Which gene is associated with Muenke syndrome?	umls:rcpt,umls:gngm,umls:aapp
429	56bc77a3ac7ad10019000015	RTS S AS01 vaccine was developed to prevent which disease?	tmtool:Disease,umls:dsyn
430	517a8bab8ed59a060a000040	Which deiodinases are best known to be present in brain?	umls:enzy,umls:aapp
431	5149a61ed24251bc05000044	What are the computational methods for the prediction of beta-barrel transmembrane proteins?	umls:mbrt
432	54cb9c94f693c3b16b000005	Which is the main regulatory molecule of SERCA2A function in the cardiac muscle?	umls:enzy,umls:gngm,umls:aapp
433	5519113b622b19434500000f	Which gene is responsible for the development of the Mowat-Wilson syndrome?	umls:gngm
434	531d6bfc267d7dd053000007	How is active neurotoxin of Clostridium botulinum detected?	umls:lbpr,umls:dsyn,umls:mbrt
435	5149f494d24251bc0500004c	Which medication should be administered when managing patients with suspected acute opioid overdose?	umls:orch,umls:clnd
436	5547a7e9f35db75526000006	Which enzymes are involved in global genome nucleotide excision repair (GG-NER) in bacteria?	umls:enzy,umls:aapp
437	54df695b1388e8454a000004	What is the synonym of the lubag disease?	tmtool:Disease,umls:dsyn
438	56bcdf1ad36b5da378000009	Dracorhodin perchlorate was tested for treatment of which cancers?	tmtool:Disease,umls:neop
439	51724fca8ed59a060a000013	Which is the execution time (complexity) of the Smith-Waterman algorithm for the alignment of two sequences	umls:qnco
440	56bcc455d36b5da378000003	List mutations that are implicated in the Gray Platelet Syndrome.	umls:gngm
441	5506c3e38e1671127b00000a	The small molecule SEA0400 is an inhibitor of which ion antiporter/exchanger?	umls:elii
442	52f89fd32059c6d71c000051	List interaction partners for the protein GATA1.	umls:aapp
443	533675ced6d3ac6a34000056	What histone variants play a role in the DNA damage reponse?	umls:genf,umls:gngm
444	52f895602059c6d71c000040	List tele monitoring applications of miniaturised sensors	umls:fndg,umls:clna,umls:moft,umls:orga,umls:diap,umls:ortf,umls:topp,umls:hlca
445	553c9f96f32186855800000c	How are ultraconserved elements called when they form clusters?	umls:nusq
446	56cf36263975bb303a000007	Which disease has been associated to a disruptive ALX1 protein?	umls:cgab
447	517170c48ed59a060a00000d	How many selenoproteins are encoded in the human genome?	_QUANTITY,umls:qnco
448	534eb34b288f4dae47000002	In which process Src, Cortactin and MT1-MMP are playing an essential role?	umls:biof
449	56e2acfe51531f7e33000014	During which stage of the cell cycle is cohesin deposited on the yeast genome?	umls:tmco
450	517818508ed59a060a000035	Which is the neurodevelopmental disorder associated to mutations in the X- linked gene mecp2?	umls:dsyn
451	56d04a533975bb303a000010	What is dovitinib?	umls:phsu
452	551829a76487737b43000009	List the diseases for which there are point-of-care breath tests	umls:dsyn
453	534abe8aaeec6fbd07000013	Which heat shock protein is found to be upregulated during Hsp90 inhibition?	umls:bacs,umls:aapp
454	571f33bd0fd6f91b68000003	Which gene is responsible for the development of Sotos syndrome?	umls:gngm
455	53617eeb7d100faa0900000a	What is the name for anorexia in gymnasts?	umls:dsyn
456	52bf209303868f1b0600001a	What are the indications for alteplase?	umls:dsyn
457	55152bd246478f2f2c000002	List scaffold proteins of the ERK signaling pathway.	umls:gngm,umls:aapp
458	516c3960298dcd4e51000073	Which are the families of mammalian DNA-(cytosine-5)-methyltransferases?	umls:gngm,umls:aapp
459	54e0ac041388e8454a00000f	Which classes of endogenous retroelements are known to date?	umls:nusq
460	553a7a59f321868558000002	List GATA-1 interacting partners as discovered with the help of the biotinylation tagging approach.	umls:aapp
461	52f129d92059c6d71c000009	Which diseases are associated with Alu element insertion?	umls:dsyn
462	534e364e288f4dae47000001	Approximately how many recombination hotspots have been found in the yeast genome?	_QUANTITY,umls:qnco
463	533ea8fcc45e133714000010	What is the name of the stem loop present in the 3' end of genes encoding for selenoproteins?	umls:genf,umls:nusq
464	55192f20622b194345000014	Which proteins are the different members of the NF-kappaB family of transcription factors?	umls:bacs,umls:gngm,umls:aapp
465	571e417bbb137a4b0c00000a	What are the symptoms of Rotor syndrome?	umls:dsyn
466	52fa73e82059c6d71c000059	List the existing methods for genetic manipulation of cells.	umls:mbrt
467	54edf81f94afd61504000014	Which SWI/SNF protein complex subunit has been demonstrated to interact with the FANCA gene product?	umls:bacs,umls:aapp
468	554397f6ed966d112c00000c	List representatives of the major fungal hypoxanthine-adenine-guanine transporter families.	umls:aapp
469	551910d3622b194345000008	Which proteins have been identified as RET ligands?	umls:bacs,umls:gngm,umls:aapp
470	5314b20bdae131f847000005	Which substances are dangerous to g6PD deficient individuals?	umls:orch,umls:clnd,umls:food
471	52ef7786c8da898910000015	Do archaeal genomes contain one or multiple origins of replication?	_CHOICE,umls:qlco
472	52fb78d82059c6d71c000068	Which mutations of SCN5A gene are implicated in Brugada syndrome?	umls:gngm
473	535d5bac7d100faa09000001	List all articles on network meta-analysis for smoking cessation	umls:inpr
474	55200c606b348bb82c000013	Which clotting factor is inhibited by betrixaban?	umls:gngm,umls:aapp
475	55031270e9bde6963400001a	Which are the most frequent syndromes associated with inherited bone marrow failure?	umls:dsyn
476	56d2ac03f22319765a000004	Which ones are the ESKAPE organisms?	umls:bact
477	5324bdba9b2d7acc7e00001a	How is bladder wall thickness measured?	umls:diap
478	54f35ad864850a5854000004	LY450139 is investigational name of which drug?	umls:orch,umls:clnd,umls:phsu
479	5727ab040fd6f91b68000019	Which gene has been found to be mutant in Lesch-Nyhan Disease patients?	umls:dsyn
480	516e7fda298dcd4e51000081	Which is the methyl donor of histone methyltransferases?	umls:orch,umls:bacs,umls:phsu,umls:aapp
481	515870cdd24251bc0500008f	Carbapenemase-producing gram-negative bacteria is a major health concern because their resistance to antibiotics. List the most frequent carbapenemases found in Enterobacteriaceae.	umls:enzy,umls:dsyn,umls:bacs,umls:gngm,umls:phsu,umls:aapp
482	5171438a8ed59a060a000007	What is the gene frequently mutated in Multiple endocrine neoplasia 2 (MEN2) and Hisrchsprung disease?	umls:bpoc,umls:gngm
483	52f4f1d62059c6d71c00001c	Which are the clinical characteristics of isolated Non-compaction cardiomyopathy?	umls:sosy,umls:patf,umls:dsyn
484	533c384dc45e133714000006	In which genomic positions is the histone variant macroH2A enriched?	umls:nusq
485	56ffd08bcf1c325851000009	From which sequence does the Alu repeat originate from?	umls:nnon,umls:bacs,umls:aapp
486	5313058de3eabad02100000e	Abnormality in which vertebral region is important in the Bertolotti's syndrome?	umls:spco,umls:blor
487	54da32bc0f63c58e6e000001	Which is the main target of the anti-arrhythmic activity of flecainide?	umls:bacs,umls:aapp
488	54d8ea2c4b1fd0d33c000002	Which is the most prevalent form of arrhythmia worldwide?	umls:dsyn
489	54e071e11388e8454a00000d	Which agents are included in the FLAMSA chemotherapy regimen?	umls:nnon,tmtool:Chemical,umls:clnd,umls:phsu
490	5506e2ff8e1671127b00000d	Which are the subunits of the IkB protein kinase (IKK)?	umls:enzy
491	53189b05b166e2b80600001e	Which glands are subject to attack by lymphocytes in Sjogren's syndrome?	umls:cgab,umls:bpoc
492	51716a438ed59a060a00000a	Name five popular computer programs used to identify genes in genomic sequences	umls:mnob
493	514168ab23fec9037500000a	Which are the major transcription factors regulating glycolysis in mammals?	umls:gngm,umls:aapp
494	51542e44d24251bc05000081	Mutations in which gene determine response to both erlotinib and gefitinib?	umls:enzy,umls:rcpt,umls:gngm,umls:aapp
495	53215fca9b2d7acc7e000005	Which protein complexes contain mitofilin?	umls:celf,umls:enzy,umls:gngm,umls:aapp
496	5148e1d6d24251bc0500003a	Mutation of which gene and which chromosome cause Neurofibromatosis type I?	umls:celc,umls:gngm
497	515c4f05298dcd4e51000006	Which genes does thyroid hormone receptor alpha1 regulate in the heart?	umls:gngm
498	54d662113706e8952800000d	What is the content of the METLIN database?	umls:mnob
499	550739cf3b8a5dc045000002	Which is the RNA sequence of the canonical polyadenylation signal?	umls:nnon,tmtool:Chemical,umls:nusq,umls:bacs
500	56ae40110a360a5e45000009	Which computational frameworks are available for predicting enhancers?	tmtool:Chemical
501	5311d130e3eabad021000009	Which proteins in the cerebro-spinal fluid can be used for early diagnosis of Alzheimer's disease?	umls:lbpr,umls:aapp
502	52f509232059c6d71c00001f	Which genes are implicated in short QT syndrome?	umls:gngm
503	535d69177d100faa09000003	What is SCENAR therapy used for?	umls:patf,umls:mobd,umls:dsyn
504	56be1723ef6e39474100000c	List symptoms of Gradenigo's syndrome.	umls:dsyn
505	53261e79600967d132000003	What is the relationship between thyroid hormone and inflammatory markers in heart failure patients?	umls:ftcn
506	550e9d2cb305b40c5c000001	Which variables are included in the SPAN-100 score?	umls:cnce
507	516c0ed3298dcd4e5100006f	Which genes does thyroid hormone receptor alpha1 regulate in the liver?	umls:enzy,umls:gngm,umls:aapp
508	56f961b3cf1c325851000003	What is the color of the protein Ranasmurfin?	umls:qlco
509	516ec97f298dcd4e51000087	By which methods can we evaluate the reliability of a phylogenetic tree?	umls:mbrt
510	53372ba3d6d3ac6a34000058	Which histone modification is primarily linked to elongating transcription?	umls:genf
511	56c1f02aef6e39474100004b	Which interleukin is blocked by Siltuximab?	umls:imft,umls:aapp
512	551fd9c06b348bb82c000012	ROSIER scale is used for which disorder?	umls:dsyn
513	54d7a1047035c08008000002	Which is the subcellular localization of the protein angiogenin?	umls:celc
514	5324d0169b2d7acc7e000022	List FDA approved treatments for androgenetic allopecia	umls:orch,umls:topp,umls:phsu
515	55054f8af73303d458000002	Which bone protein is used in archaelogy for dating and species identification?	umls:aapp
516	54fc9ca16ad7dcbc12000006	Which receptors are targeted by suvorexant?	umls:rcpt,umls:gngm,umls:aapp
517	515d7693298dcd4e5100000c	A common problem in proteomics is the contamination of samples with exogenous proteins (often from other species). These proteins can be found in specific databases. List some contaminants.	umls:aapp
518	56f7c15a09dd18d46b000012	Which gene has been implicated in Majeed Syndrome?	umls:gngm
519	5523e7837b523f2123000006	What is Trypan blue used for?	umls:mbrt
520	56c1f045ef6e394741000058	Selexipag is used for which disease?	umls:dsyn
521	56c1f030ef6e39474100004d	List features of the DEND syndrome.	tmtool:Disease,umls:dsyn
522	52d8494698d0239505000007	Which genes have been found mutated in Gray platelet syndrome patients?	umls:gngm
523	550ea8f1b305b40c5c000005	Pridopidine has been tested for treatment of which disorder?	umls:dsyn
524	5319a708b166e2b806000024	Which is the target of bortezomib used in cancer therapy?	umls:celf
525	550312b4e9bde6963400001c	Which genes are known to be involved in Diamond-Blackfan anemia?	tmtool:Gene,umls:gngm
526	56c079b1ef6e394741000022	Idarucizumab is an antidote of which drug?	tmtool:Chemical,umls:orch,umls:phsu
527	5178d6be8ed59a060a000038	What is a popular mesaure of gene expression in RNA-seq experiments?	umls:cnce
528	531dd4af267d7dd05300000d	Inhibition of which enzyme is mechanism of action of alisertib?	umls:enzy,umls:aapp
529	54edaee3445c3b5a5f000003	List the three most prevalent pathogenic species of Borrelia in Europe.	tmtool:Species,umls:bact
